DIRECTION,DETECTOR_ID,DATE_TIME,DETECT_DATE,DETECT_TIME,TOTAL_VOL,AVG_SPEED,AVG_OCC,AVG_TT
EB,11,6/1/15 7:00,6/1/15,7:00:00,367,39.66666667,6,91
EB,11,6/1/15 7:15,6/1/15,7:15:00,426,38,7.333333333,96
EB,11,6/1/15 7:30,6/1/15,7:30:00,511,34.33333333,10.66666667,108.3333333
EB,11,6/1/15 7:45,6/1/15,7:45:00,558,24.66666667,19.33333333,152.6666667
EB,11,6/1/15 8:00,6/1/15,8:00:00,609,16.66666667,28.66666667,251
EB,11,6/1/15 8:15,6/1/15,8:15:00,610,30.66666667,18.33333333,132.3333333
EB,11,6/1/15 8:30,6/1/15,8:30:00,656,31.33333333,16.66666667,122
EB,11,6/1/15 8:45,6/1/15,8:45:00,707,30,20,133
EB,11,6/1/15 9:00,6/1/15,9:00:00,657,32.66666667,18,119.3333333
EB,11,6/1/15 9:15,6/1/15,9:15:00,607,36,13.66666667,107.3333333
EB,11,6/1/15 9:30,6/1/15,9:30:00,550,37.33333333,11,99.33333333
EB,11,6/1/15 9:45,6/1/15,9:45:00,537,39.33333333,9.333333333,94.33333333
EB,11,6/1/15 10:00,6/1/15,10:00:00,528,39,9.666666667,94.33333333
EB,11,6/1/15 10:15,6/1/15,10:15:00,482,39.66666667,8,92.33333333
EB,11,6/1/15 10:30,6/1/15,10:30:00,490,39.33333333,8.666666667,94
EB,11,6/1/15 10:45,6/1/15,10:45:00,508,36.66666667,10.33333333,102.6666667
EB,11,6/1/15 11:00,6/1/15,11:00:00,506,37.66666667,10.33333333,99.66666667
EB,11,6/1/15 11:15,6/1/15,11:15:00,473,38.66666667,9,96
EB,11,6/1/15 11:30,6/1/15,11:30:00,493,37,10.33333333,101
EB,11,6/1/15 11:45,6/1/15,11:45:00,507,37.66666667,9.666666667,98.33333333
EB,11,6/1/15 12:00,6/1/15,12:00:00,511,36.33333333,10.66666667,102.6666667
EB,11,6/1/15 12:15,6/1/15,12:15:00,510,36.66666667,11,103
EB,11,6/1/15 12:30,6/1/15,12:30:00,479,38,9.666666667,98.33333333
EB,11,6/1/15 12:45,6/1/15,12:45:00,524,33,15.66666667,115.3333333
EB,11,6/1/15 13:00,6/1/15,13:00:00,569,33,13,116.6666667
EB,11,6/1/15 13:15,6/1/15,13:15:00,489,36.33333333,10,103.6666667
EB,11,6/1/15 13:30,6/1/15,13:30:00,514,36.66666667,10.33333333,101.3333333
EB,11,6/1/15 13:45,6/1/15,13:45:00,534,36,11,104.3333333
EB,11,6/1/15 14:00,6/1/15,14:00:00,491,38.33333333,9,96.33333333
EB,11,6/1/15 14:15,6/1/15,14:15:00,492,38,9.333333333,97.66666667
EB,11,6/1/15 14:30,6/1/15,14:30:00,511,26.66666667,18,152.3333333
EB,11,6/1/15 14:45,6/1/15,14:45:00,531,33.66666667,11.66666667,112
EB,11,6/1/15 15:00,6/1/15,15:00:00,523,37.33333333,10,99.33333333
EB,11,6/1/15 15:15,6/1/15,15:15:00,520,35,11.66666667,106.3333333
EB,11,6/1/15 15:30,6/1/15,15:30:00,564,28.33333333,17,139
EB,11,6/1/15 15:45,6/1/15,15:45:00,512,37.66666667,9.666666667,98.66666667
EB,11,6/1/15 16:00,6/1/15,16:00:00,576,36.33333333,12.33333333,104.3333333
EB,11,6/1/15 16:15,6/1/15,16:15:00,495,38.33333333,8.666666667,94.66666667
EB,11,6/1/15 16:30,6/1/15,16:30:00,533,36.66666667,11.66666667,103
EB,11,6/1/15 16:45,6/1/15,16:45:00,583,32,16.33333333,120
EB,11,6/1/15 17:00,6/1/15,17:00:00,604,34.33333333,15,110.6666667
EB,11,6/1/15 17:15,6/1/15,17:15:00,589,36.66666667,13.66666667,103.6666667
EB,11,6/1/15 17:30,6/1/15,17:30:00,624,33,15.66666667,114.3333333
EB,11,6/1/15 17:45,6/1/15,17:45:00,635,32.33333333,15.33333333,118.6666667
EB,11,6/1/15 18:00,6/1/15,18:00:00,616,33.33333333,14.33333333,113.3333333
EB,11,6/1/15 18:15,6/1/15,18:15:00,659,31.66666667,17.33333333,118.6666667
EB,11,6/1/15 18:30,6/1/15,18:30:00,637,33.66666667,15.33333333,113
EB,11,6/1/15 18:45,6/1/15,18:45:00,594,36,11.33333333,102.3333333
EB,11,6/2/15 7:00,6/2/15,7:00:00,361,40.33333333,5.666666667,90
EB,11,6/2/15 7:15,6/2/15,7:15:00,426,38.33333333,7.333333333,94.33333333
EB,11,6/2/15 7:30,6/2/15,7:30:00,505,32.33333333,12,121
EB,11,6/2/15 7:45,6/2/15,7:45:00,579,25,20.66666667,166.6666667
EB,11,6/2/15 8:00,6/2/15,8:00:00,617,19.33333333,25.66666667,199.6666667
EB,11,6/2/15 8:15,6/2/15,8:15:00,644,33,14.33333333,117
EB,11,6/2/15 8:30,6/2/15,8:30:00,708,33,17.66666667,117.3333333
EB,11,6/2/15 8:45,6/2/15,8:45:00,845,32.33333333,17.33333333,119.6666667
EB,11,6/2/15 9:00,6/2/15,9:00:00,954,34,16.66666667,117.3333333
EB,11,6/2/15 9:15,6/2/15,9:15:00,599,36.33333333,12.66666667,105.6666667
EB,11,6/2/15 9:30,6/2/15,9:30:00,614,35.33333333,14.66666667,106
EB,11,6/2/15 9:45,6/2/15,9:45:00,539,37.33333333,13,99.66666667
EB,11,6/2/15 10:00,6/2/15,10:00:00,509,39.33333333,8.666666667,95.33333333
EB,11,6/2/15 10:15,6/2/15,10:15:00,485,40.66666667,7.666666667,89.33333333
EB,11,6/2/15 10:30,6/2/15,10:30:00,462,38.66666667,9.333333333,96.33333333
EB,11,6/2/15 10:45,6/2/15,10:45:00,505,38.33333333,8.666666667,96
EB,11,6/2/15 11:00,6/2/15,11:00:00,476,36,11.66666667,108.6666667
EB,11,6/2/15 11:15,6/2/15,11:15:00,464,38.33333333,8.333333333,96.33333333
EB,11,6/2/15 11:30,6/2/15,11:30:00,504,39,9.333333333,95.66666667
EB,11,6/2/15 11:45,6/2/15,11:45:00,522,37.33333333,11,100
EB,11,6/2/15 12:00,6/2/15,12:00:00,476,38.33333333,9,95.66666667
EB,11,6/2/15 12:15,6/2/15,12:15:00,512,37,10,102
EB,11,6/2/15 12:30,6/2/15,12:30:00,514,36,10.33333333,103.3333333
EB,11,6/2/15 12:45,6/2/15,12:45:00,556,28.66666667,19.66666667,144.3333333
EB,11,6/2/15 13:00,6/2/15,13:00:00,553,36.66666667,11.33333333,101.3333333
EB,11,6/2/15 13:15,6/2/15,13:15:00,455,37,9,100.6666667
EB,11,6/2/15 13:30,6/2/15,13:30:00,497,38.66666667,9.666666667,95
EB,11,6/2/15 13:45,6/2/15,13:45:00,495,38.33333333,9.333333333,94.33333333
EB,11,6/2/15 14:00,6/2/15,14:00:00,556,36.33333333,11.33333333,103.6666667
EB,11,6/2/15 14:15,6/2/15,14:15:00,483,36.33333333,9.333333333,101
EB,11,6/2/15 14:30,6/2/15,14:30:00,469,34,11.33333333,112.3333333
EB,11,6/2/15 14:45,6/2/15,14:45:00,543,32.33333333,14,118.3333333
EB,11,6/2/15 15:00,6/2/15,15:00:00,542,24.66666667,19,164.6666667
EB,11,6/2/15 15:15,6/2/15,15:15:00,541,30.33333333,14,129.6666667
EB,11,6/2/15 15:30,6/2/15,15:30:00,533,34,12.66666667,111.3333333
EB,11,6/2/15 15:45,6/2/15,15:45:00,570,36,11,102.6666667
EB,11,6/2/15 16:00,6/2/15,16:00:00,602,33,15,115.3333333
EB,11,6/2/15 16:15,6/2/15,16:15:00,514,38,10,98.66666667
EB,11,6/2/15 16:30,6/2/15,16:30:00,509,37.33333333,9.666666667,99.33333333
EB,11,6/2/15 16:45,6/2/15,16:45:00,590,29,19,136.3333333
EB,11,6/2/15 17:00,6/2/15,17:00:00,639,28.33333333,20.33333333,140.3333333
EB,11,6/2/15 17:15,6/2/15,17:15:00,532,28.66666667,18.33333333,148
EB,11,6/2/15 17:30,6/2/15,17:30:00,594,30.33333333,16,131
EB,11,6/2/15 17:45,6/2/15,17:45:00,604,30,24.66666667,128.3333333
EB,11,6/2/15 18:00,6/2/15,18:00:00,589,31,19,125.6666667
EB,11,6/2/15 18:15,6/2/15,18:15:00,635,28.66666667,22.66666667,137.3333333
EB,11,6/2/15 18:30,6/2/15,18:30:00,685,23.33333333,28,181.6666667
EB,11,6/2/15 18:45,6/2/15,18:45:00,668,21.66666667,26,197.3333333
EB,11,6/6/15 7:00,6/6/15,7:00:00,199,46.33333333,2.666666667,79.33333333
EB,11,6/6/15 7:15,6/6/15,7:15:00,193,45,2.666666667,80.66666667
EB,11,6/6/15 7:30,6/6/15,7:30:00,232,46.33333333,3.333333333,78.66666667
EB,11,6/6/15 7:45,6/6/15,7:45:00,273,46,3.666666667,79.33333333
EB,11,6/6/15 8:00,6/6/15,8:00:00,322,43.33333333,4.666666667,83.66666667
EB,11,6/6/15 8:15,6/6/15,8:15:00,353,45.66666667,5,79.33333333
EB,11,6/6/15 8:30,6/6/15,8:30:00,338,42.33333333,5.333333333,85.33333333
EB,11,6/6/15 8:45,6/6/15,8:45:00,384,43.66666667,5.333333333,83
EB,11,6/6/15 9:00,6/6/15,9:00:00,432,40.33333333,8,92.33333333
EB,11,6/6/15 9:15,6/6/15,9:15:00,381,44.33333333,5.666666667,82
EB,11,6/6/15 9:30,6/6/15,9:30:00,483,39,8.333333333,94
EB,11,6/6/15 9:45,6/6/15,9:45:00,493,39,8.333333333,95.66666667
EB,11,6/6/15 10:00,6/6/15,10:00:00,564,36.33333333,10.66666667,100.6666667
EB,11,6/6/15 10:15,6/6/15,10:15:00,482,37.66666667,10.33333333,99.66666667
EB,11,6/6/15 10:30,6/6/15,10:30:00,514,37.33333333,9.333333333,98.66666667
EB,11,6/6/15 10:45,6/6/15,10:45:00,451,37.66666667,8.666666667,100
EB,11,6/6/15 11:00,6/6/15,11:00:00,498,36,9.666666667,103.3333333
EB,11,6/6/15 11:15,6/6/15,11:15:00,500,36.33333333,9.666666667,104
EB,11,6/6/15 11:30,6/6/15,11:30:00,463,39.66666667,7.666666667,92.33333333
EB,11,6/6/15 11:45,6/6/15,11:45:00,508,38.66666667,8.333333333,94.66666667
EB,11,6/6/15 12:00,6/6/15,12:00:00,484,36.66666667,9.333333333,101
EB,11,6/6/15 12:15,6/6/15,12:15:00,533,35,11,109.3333333
EB,11,6/6/15 12:30,6/6/15,12:30:00,530,32,15,121.3333333
EB,11,6/6/15 12:45,6/6/15,12:45:00,556,33.66666667,13.33333333,112
EB,11,6/6/15 13:00,6/6/15,13:00:00,546,32.33333333,13,118.3333333
EB,11,6/6/15 13:15,6/6/15,13:15:00,545,34.33333333,12,109.3333333
EB,11,6/6/15 13:30,6/6/15,13:30:00,541,35,12.33333333,108.3333333
EB,11,6/6/15 13:45,6/6/15,13:45:00,568,31.66666667,14.66666667,121.3333333
EB,11,6/6/15 14:00,6/6/15,14:00:00,563,36,10.33333333,104
EB,11,6/6/15 14:15,6/6/15,14:15:00,538,35,10.66666667,105.3333333
EB,11,6/6/15 14:30,6/6/15,14:30:00,557,33.66666667,12.66666667,115.3333333
EB,11,6/6/15 14:45,6/6/15,14:45:00,559,36.33333333,11,101.6666667
EB,11,6/6/15 15:00,6/6/15,15:00:00,594,30.66666667,15,125.6666667
EB,11,6/6/15 15:15,6/6/15,15:15:00,512,35,11,107
EB,11,6/6/15 15:30,6/6/15,15:30:00,520,35.66666667,10.66666667,106
EB,11,6/6/15 15:45,6/6/15,15:45:00,516,38.66666667,8.666666667,95.33333333
EB,11,6/6/15 16:00,6/6/15,16:00:00,547,35,12.33333333,106.6666667
EB,11,6/6/15 16:15,6/6/15,16:15:00,525,36,10.66666667,103.6666667
EB,11,6/6/15 16:30,6/6/15,16:30:00,518,38,9,96
EB,11,6/6/15 16:45,6/6/15,16:45:00,574,34.33333333,11.66666667,110.6666667
EB,11,6/6/15 17:00,6/6/15,17:00:00,482,37,9,100.3333333
EB,11,6/6/15 17:15,6/6/15,17:15:00,395,34.33333333,9.333333333,111.3333333
EB,11,6/6/15 17:30,6/6/15,17:30:00,526,26.33333333,15.33333333,148
EB,11,6/6/15 17:45,6/6/15,17:45:00,552,30.33333333,13.33333333,125.6666667
EB,11,6/6/15 18:00,6/6/15,18:00:00,505,35,10.33333333,106.3333333
EB,11,6/6/15 18:15,6/6/15,18:15:00,491,33.66666667,11.33333333,113.3333333
EB,11,6/6/15 18:30,6/6/15,18:30:00,457,38.66666667,7.666666667,98.66666667
EB,11,6/6/15 18:45,6/6/15,18:45:00,549,33.33333333,12,112.3333333
EB,11,6/7/15 7:00,6/7/15,7:00:00,149,47.66666667,1.666666667,75.66666667
EB,11,6/7/15 7:15,6/7/15,7:15:00,190,46.33333333,2.666666667,78.33333333
EB,11,6/7/15 7:30,6/7/15,7:30:00,204,47.33333333,3,76.66666667
EB,11,6/7/15 7:45,6/7/15,7:45:00,237,47.33333333,3,76.33333333
EB,11,6/7/15 8:00,6/7/15,8:00:00,210,47,2.666666667,77
EB,11,6/7/15 8:15,6/7/15,8:15:00,187,46.33333333,2.333333333,77
EB,11,6/7/15 8:30,6/7/15,8:30:00,250,45,3,79.33333333
EB,11,6/7/15 8:45,6/7/15,8:45:00,229,44.66666667,3,81.33333333
EB,11,6/7/15 9:00,6/7/15,9:00:00,266,45.66666667,3.333333333,79
EB,11,6/7/15 9:15,6/7/15,9:15:00,275,45.66666667,3.666666667,79.66666667
EB,11,6/7/15 9:30,6/7/15,9:30:00,328,42.66666667,4.666666667,85.33333333
EB,11,6/7/15 9:45,6/7/15,9:45:00,332,42.66666667,5,85.33333333
EB,11,6/7/15 10:00,6/7/15,10:00:00,350,42.66666667,4.666666667,84.33333333
EB,11,6/7/15 10:15,6/7/15,10:15:00,395,43,5.666666667,84.33333333
EB,11,6/7/15 10:30,6/7/15,10:30:00,438,40.66666667,6.666666667,89.33333333
EB,11,6/7/15 10:45,6/7/15,10:45:00,467,40.33333333,7.666666667,90.33333333
EB,11,6/7/15 11:00,6/7/15,11:00:00,498,41.33333333,7,87.33333333
EB,11,6/7/15 11:15,6/7/15,11:15:00,461,40.66666667,7,88.66666667
EB,11,6/7/15 11:30,6/7/15,11:30:00,427,43,6,84
EB,11,6/7/15 11:45,6/7/15,11:45:00,468,40,7.333333333,91.66666667
EB,11,6/7/15 12:00,6/7/15,12:00:00,450,39,7,93
EB,11,6/7/15 12:15,6/7/15,12:15:00,450,41.33333333,7.333333333,89.66666667
EB,11,6/7/15 12:30,6/7/15,12:30:00,416,41.33333333,6.333333333,87.66666667
EB,11,6/7/15 12:45,6/7/15,12:45:00,436,40.33333333,7,90.66666667
EB,11,6/7/15 13:00,6/7/15,13:00:00,463,39,8,93.66666667
EB,11,6/7/15 13:15,6/7/15,13:15:00,440,34.66666667,8,104.6666667
EB,11,6/7/15 13:30,6/7/15,13:30:00,442,38.33333333,7,94
EB,11,6/7/15 13:45,6/7/15,13:45:00,456,37,9,102
EB,11,6/7/15 14:00,6/7/15,14:00:00,481,37,8.333333333,99.33333333
EB,11,6/7/15 14:15,6/7/15,14:15:00,492,38.66666667,8,94.66666667
EB,11,6/7/15 14:30,6/7/15,14:30:00,465,39.66666667,7.666666667,92.66666667
EB,11,6/7/15 14:45,6/7/15,14:45:00,506,36,10.33333333,105
EB,11,6/7/15 15:00,6/7/15,15:00:00,470,38.66666667,7.666666667,94.66666667
EB,11,6/7/15 15:15,6/7/15,15:15:00,496,36.33333333,8.666666667,101.6666667
EB,11,6/7/15 15:30,6/7/15,15:30:00,529,39.33333333,8.666666667,93.66666667
EB,11,6/7/15 15:45,6/7/15,15:45:00,498,36.33333333,9.666666667,104
EB,11,6/7/15 16:00,6/7/15,16:00:00,479,37.66666667,8.333333333,97.33333333
EB,11,6/7/15 16:15,6/7/15,16:15:00,477,40,8,91.66666667
EB,11,6/7/15 16:30,6/7/15,16:30:00,462,35.33333333,10,104
EB,11,6/7/15 16:45,6/7/15,16:45:00,475,40,7.666666667,91.66666667
EB,11,6/7/15 17:00,6/7/15,17:00:00,443,39.33333333,8,94.33333333
EB,11,6/7/15 17:15,6/7/15,17:15:00,427,40.66666667,6.666666667,90.33333333
EB,11,6/7/15 17:30,6/7/15,17:30:00,439,40.66666667,7.333333333,92
EB,11,6/7/15 17:45,6/7/15,17:45:00,467,39.66666667,7.666666667,92.33333333
EB,11,6/7/15 18:00,6/7/15,18:00:00,415,44,5.666666667,82.66666667
EB,11,6/7/15 18:15,6/7/15,18:15:00,418,42.66666667,6,84.66666667
EB,11,6/7/15 18:30,6/7/15,18:30:00,408,42,6,86.66666667
EB,11,6/7/15 18:45,6/7/15,18:45:00,388,43,5.333333333,84
EB,11,6/11/15 7:00,6/11/15,7:00:00,319,43.66666667,4.333333333,83
EB,11,6/11/15 7:15,6/11/15,7:15:00,359,44.66666667,5.333333333,81.66666667
EB,11,6/11/15 7:30,6/11/15,7:30:00,403,41,6.333333333,88.33333333
EB,11,6/11/15 7:45,6/11/15,7:45:00,455,41,7.333333333,89.33333333
EB,11,6/11/15 8:00,6/11/15,8:00:00,589,36,12.66666667,105.3333333
EB,11,6/11/15 8:15,6/11/15,8:15:00,626,34.33333333,14,111.6666667
EB,11,6/11/15 8:30,6/11/15,8:30:00,709,32.33333333,18.66666667,121.3333333
EB,11,6/11/15 8:45,6/11/15,8:45:00,667,33,17.33333333,116
EB,11,6/11/15 9:00,6/11/15,9:00:00,721,29.33333333,21.66666667,135
EB,11,6/11/15 9:15,6/11/15,9:15:00,637,35.33333333,14,106.3333333
EB,11,6/11/15 9:30,6/11/15,9:30:00,576,35.33333333,14,107
EB,11,6/11/15 9:45,6/11/15,9:45:00,566,38,11,97.33333333
EB,11,6/11/15 10:00,6/11/15,10:00:00,581,36,13,105
EB,11,6/11/15 10:15,6/11/15,10:15:00,506,38.33333333,9.666666667,96.66666667
EB,11,6/11/15 10:30,6/11/15,10:30:00,496,38.66666667,8.666666667,95.33333333
EB,11,6/11/15 10:45,6/11/15,10:45:00,493,38.33333333,8.666666667,96.33333333
EB,11,6/11/15 11:00,6/11/15,11:00:00,474,36.66666667,10,102.3333333
EB,11,6/11/15 11:15,6/11/15,11:15:00,496,38,10,98.33333333
EB,11,6/11/15 11:30,6/11/15,11:30:00,477,40.33333333,8,91
EB,11,6/11/15 11:45,6/11/15,11:45:00,508,39.66666667,8.666666667,92.66666667
EB,11,6/11/15 12:00,6/11/15,12:00:00,534,38.66666667,9.666666667,96
EB,11,6/11/15 12:15,6/11/15,12:15:00,499,37.66666667,10.33333333,99.33333333
EB,11,6/11/15 12:30,6/11/15,12:30:00,478,39.66666667,8.333333333,93
EB,11,6/11/15 12:45,6/11/15,12:45:00,533,36.66666667,11.66666667,100.6666667
EB,11,6/11/15 13:00,6/11/15,13:00:00,524,36,11.33333333,102.6666667
EB,11,6/11/15 13:15,6/11/15,13:15:00,497,38.66666667,8.333333333,94.66666667
EB,11,6/11/15 13:30,6/11/15,13:30:00,516,36,10.33333333,102
EB,11,6/11/15 13:45,6/11/15,13:45:00,492,37,11,99
EB,11,6/11/15 14:00,6/11/15,14:00:00,513,37,12.33333333,100.3333333
EB,11,6/11/15 14:15,6/11/15,14:15:00,450,39.33333333,8,92.33333333
EB,11,6/11/15 14:30,6/11/15,14:30:00,458,40.33333333,7.333333333,90.66666667
EB,11,6/11/15 14:45,6/11/15,14:45:00,502,39.66666667,9.333333333,93
EB,11,6/11/15 15:00,6/11/15,15:00:00,529,36.66666667,11,101.6666667
EB,11,6/11/15 15:15,6/11/15,15:15:00,502,37.33333333,10,98.66666667
EB,11,6/11/15 15:30,6/11/15,15:30:00,542,38,10.33333333,98.33333333
EB,11,6/11/15 15:45,6/11/15,15:45:00,534,38.33333333,11.33333333,97
EB,11,6/11/15 16:00,6/11/15,16:00:00,557,38,11,97.66666667
EB,11,6/11/15 16:15,6/11/15,16:15:00,537,38.33333333,10.66666667,96.66666667
EB,11,6/11/15 16:30,6/11/15,16:30:00,536,37.33333333,12.66666667,99.33333333
EB,11,6/11/15 16:45,6/11/15,16:45:00,513,38.66666667,10,96.33333333
EB,11,6/11/15 17:00,6/11/15,17:00:00,553,35.66666667,14.66666667,106.6666667
EB,11,6/11/15 17:15,6/11/15,17:15:00,577,34.66666667,16.66666667,109
EB,11,6/11/15 17:30,6/11/15,17:30:00,628,30.66666667,19.33333333,131
EB,11,6/11/15 17:45,6/11/15,17:45:00,650,31.33333333,16,120.6666667
EB,11,6/11/15 18:00,6/11/15,18:00:00,652,33,18.66666667,117
EB,11,6/11/15 18:15,6/11/15,18:15:00,641,34.33333333,15.33333333,111
EB,11,6/11/15 18:30,6/11/15,18:30:00,621,29,22,135
EB,11,6/11/15 18:45,6/11/15,18:45:00,609,34,14.33333333,110.6666667
EB,11,6/13/15 7:00,6/13/15,7:00:00,195,46,3,79.66666667
EB,11,6/13/15 7:15,6/13/15,7:15:00,187,44,2.666666667,83.66666667
EB,11,6/13/15 7:30,6/13/15,7:30:00,228,45.33333333,3,79.66666667
EB,11,6/13/15 7:45,6/13/15,7:45:00,291,44.66666667,4.333333333,81.66666667
EB,11,6/13/15 8:00,6/13/15,8:00:00,295,45.33333333,4,79.66666667
EB,11,6/13/15 8:15,6/13/15,8:15:00,309,44,4.333333333,82.66666667
EB,11,6/13/15 8:30,6/13/15,8:30:00,342,43.66666667,5,83.33333333
EB,11,6/13/15 8:45,6/13/15,8:45:00,414,44,6,82
EB,11,6/13/15 9:00,6/13/15,9:00:00,450,43,6.666666667,84.33333333
EB,11,6/13/15 9:15,6/13/15,9:15:00,394,43.33333333,5.666666667,83
EB,11,6/13/15 9:30,6/13/15,9:30:00,420,43,6,83.66666667
EB,11,6/13/15 9:45,6/13/15,9:45:00,463,39.33333333,7.333333333,92.33333333
EB,11,6/13/15 10:00,6/13/15,10:00:00,462,41.33333333,7.666666667,87.66666667
EB,11,6/13/15 10:15,6/13/15,10:15:00,485,39.66666667,8,91.33333333
EB,11,6/13/15 10:30,6/13/15,10:30:00,479,41.33333333,7.333333333,87.66666667
EB,11,6/13/15 10:45,6/13/15,10:45:00,496,39.66666667,8.666666667,94
EB,11,6/13/15 11:00,6/13/15,11:00:00,482,39.66666667,7.666666667,90.66666667
EB,11,6/13/15 11:15,6/13/15,11:15:00,481,39.66666667,7.666666667,91.66666667
EB,11,6/13/15 11:30,6/13/15,11:30:00,457,40.66666667,7,89.66666667
EB,11,6/13/15 11:45,6/13/15,11:45:00,544,38,10,97.66666667
EB,11,6/13/15 12:00,6/13/15,12:00:00,486,38,8.333333333,96.66666667
EB,11,6/13/15 12:15,6/13/15,12:15:00,448,39,7.666666667,93.33333333
EB,11,6/13/15 12:30,6/13/15,12:30:00,503,38.33333333,9.666666667,97.33333333
EB,11,6/13/15 12:45,6/13/15,12:45:00,553,37,10.33333333,99.33333333
EB,11,6/13/15 13:00,6/13/15,13:00:00,576,38.66666667,10,95.33333333
EB,11,6/13/15 13:15,6/13/15,13:15:00,581,36.66666667,10.66666667,101.3333333
EB,11,6/13/15 13:30,6/13/15,13:30:00,568,35,11.66666667,107.6666667
EB,11,6/13/15 13:45,6/13/15,13:45:00,509,37,9.666666667,101
EB,11,6/13/15 14:00,6/13/15,14:00:00,550,34.33333333,13,110
EB,11,6/13/15 14:15,6/13/15,14:15:00,562,33.33333333,13,116.6666667
EB,11,6/13/15 14:30,6/13/15,14:30:00,567,37.66666667,10,98.66666667
EB,11,6/13/15 14:45,6/13/15,14:45:00,482,38.66666667,8.333333333,96.33333333
EB,11,6/13/15 15:00,6/13/15,15:00:00,519,36,10.33333333,103.3333333
EB,11,6/13/15 15:15,6/13/15,15:15:00,453,37.66666667,8.333333333,98.66666667
EB,11,6/13/15 15:30,6/13/15,15:30:00,547,34.33333333,11.66666667,107.3333333
EB,11,6/13/15 15:45,6/13/15,15:45:00,549,33,14,116.3333333
EB,11,6/13/15 16:00,6/13/15,16:00:00,539,35.33333333,11.33333333,108.3333333
EB,11,6/13/15 16:15,6/13/15,16:15:00,521,37,10,100.3333333
EB,11,6/13/15 16:30,6/13/15,16:30:00,538,36.33333333,10.33333333,104.3333333
EB,11,6/13/15 16:45,6/13/15,16:45:00,546,36.66666667,11,103
EB,11,6/13/15 17:00,6/13/15,17:00:00,527,36.66666667,10.66666667,103.3333333
EB,11,6/13/15 17:15,6/13/15,17:15:00,515,32.66666667,13.66666667,118.6666667
EB,11,6/13/15 17:30,6/13/15,17:30:00,539,37.33333333,10.33333333,99.33333333
EB,11,6/13/15 17:45,6/13/15,17:45:00,544,37,10.66666667,103.6666667
EB,11,6/13/15 18:00,6/13/15,18:00:00,527,39.66666667,8.666666667,91.66666667
EB,11,6/13/15 18:15,6/13/15,18:15:00,491,40.33333333,7.666666667,91.33333333
EB,11,6/13/15 18:30,6/13/15,18:30:00,504,39.33333333,8,94
EB,11,6/13/15 18:45,6/13/15,18:45:00,553,38,9.333333333,96.33333333
EB,11,6/14/15 7:00,6/14/15,7:00:00,169,45,2,80
EB,11,6/14/15 7:15,6/14/15,7:15:00,141,47.66666667,2,76.33333333
EB,11,6/14/15 7:30,6/14/15,7:30:00,203,46.33333333,3,78
EB,11,6/14/15 7:45,6/14/15,7:45:00,217,46.66666667,2.666666667,77.33333333
EB,11,6/14/15 8:00,6/14/15,8:00:00,203,45.66666667,2.666666667,79.66666667
EB,11,6/14/15 8:15,6/14/15,8:15:00,190,44.66666667,2.666666667,81.33333333
EB,11,6/14/15 8:30,6/14/15,8:30:00,210,44.66666667,2.666666667,80.33333333
EB,11,6/14/15 8:45,6/14/15,8:45:00,239,44.66666667,3.333333333,80.33333333
EB,11,6/14/15 9:00,6/14/15,9:00:00,244,46.33333333,3,77.66666667
EB,11,6/14/15 9:15,6/14/15,9:15:00,247,45,3.333333333,80
EB,11,6/14/15 9:30,6/14/15,9:30:00,281,44.33333333,4,81.66666667
EB,11,6/14/15 9:45,6/14/15,9:45:00,380,43.33333333,5.333333333,83.33333333
EB,11,6/14/15 10:00,6/14/15,10:00:00,347,43.33333333,5.333333333,83.33333333
EB,11,6/14/15 10:15,6/14/15,10:15:00,399,42,6,86.33333333
EB,11,6/14/15 10:30,6/14/15,10:30:00,397,40.66666667,6.333333333,89
EB,11,6/14/15 10:45,6/14/15,10:45:00,447,40.33333333,7.333333333,91
EB,11,6/14/15 11:00,6/14/15,11:00:00,447,42.66666667,6.666666667,85
EB,11,6/14/15 11:15,6/14/15,11:15:00,392,42,5.666666667,87
EB,11,6/14/15 11:30,6/14/15,11:30:00,428,42,6.333333333,86
EB,11,6/14/15 11:45,6/14/15,11:45:00,424,42.66666667,5.666666667,85
EB,11,6/14/15 12:00,6/14/15,12:00:00,426,43,6.333333333,85
EB,11,6/14/15 12:15,6/14/15,12:15:00,378,43.33333333,5.333333333,83.66666667
EB,11,6/14/15 12:30,6/14/15,12:30:00,434,40.33333333,7,90
EB,11,6/14/15 12:45,6/14/15,12:45:00,409,38,7.666666667,99.33333333
EB,11,6/14/15 13:00,6/14/15,13:00:00,451,39,7.333333333,93
EB,11,6/14/15 13:15,6/14/15,13:15:00,428,41.33333333,6.333333333,88.33333333
EB,11,6/14/15 13:30,6/14/15,13:30:00,453,38.66666667,8.333333333,95.66666667
EB,11,6/14/15 13:45,6/14/15,13:45:00,487,34.66666667,10.66666667,108
EB,11,6/14/15 14:00,6/14/15,14:00:00,493,38.66666667,8.333333333,94.66666667
EB,11,6/14/15 14:15,6/14/15,14:15:00,472,39.66666667,7.333333333,92.66666667
EB,11,6/14/15 14:30,6/14/15,14:30:00,425,38,7.666666667,97
EB,11,6/14/15 14:45,6/14/15,14:45:00,472,37,8.666666667,101.3333333
EB,11,6/14/15 15:00,6/14/15,15:00:00,464,37.33333333,9.666666667,101.3333333
